House,Deaths,Proximity,Longitude,Latitude
1305,0,202.25,-0.133962129,51.51263042
1306,0,205.87,-0.13392908,51.51259623
1307,0,191.56,-0.134054435,51.51274552
1308,0,204.17,-0.134175901,51.51234329
1309,0,208.62,-0.134021714,51.51242529
1310,0,217.96,-0.134021717,51.51226397
1311,0,219.26,-0.133970916,51.5122916
1312,0,221.03,-0.133909419,51.51232368
1313,0,228.91,-0.133847034,51.51225149
1314,0,236.43,-0.133687727,51.51228601
1315,0,232.18,-0.133723963,51.51232364
1316,0,227.26,-0.133762987,51.51237103
1317,0,219.62,-0.13376159,51.51252713
1318,0,222.98,-0.133691903,51.51255082
1319,0,226.58,-0.133605491,51.51259682
1320,0,231.04,-0.133672394,51.51240587
1321,0,236.28,-0.133538594,51.51247138
1322,0,239.8,-0.133467514,51.51249368
1323,0,340.34,-0.132386483,51.51182446
1324,0,326.07,-0.132501294,51.51195977
1325,0,322.39,-0.132523162,51.51200488
1326,0,314.01,-0.132750056,51.5119051
1327,0,268.93,-0.133104054,51.51235889
1328,0,263.99,-0.133149158,51.51240536
1329,0,260.67,-0.133183328,51.51243133
1330,0,255.72,-0.133224332,51.512486
1331,0,251.87,-0.133259868,51.51252427
1332,0,265.55,-0.133027508,51.51256254
1333,0,260.27,-0.133086281,51.51260218
1334,0,255.78,-0.133130018,51.51264865
1335,0,246.76,-0.133322742,51.51255024
1336,0,235,-0.133448487,51.51264319
1337,0,231.56,-0.133467621,51.51270469
1338,0,228.22,-0.133490856,51.51275937
1339,0,225.19,-0.133511358,51.51281404
1340,0,223.03,-0.133526392,51.51285504
1341,0,219.52,-0.133555094,51.51291655
1342,0,251.09,-0.133158719,51.51273613
1343,0,248.37,-0.133183321,51.51277303
1344,0,244.52,-0.133214757,51.51283728
1345,0,241.27,-0.133244826,51.51288648
1346,0,237.79,-0.133280363,51.51293432
1347,0,235.25,-0.133307698,51.51296712
1348,0,193.36,-0.133933703,51.51293842
1349,0,197.49,-0.133862628,51.51296576
1350,0,200.97,-0.13380112,51.51299719
1351,0,206.55,-0.133713643,51.51301633
1352,0,199.95,-0.133905003,51.51278397
1353,0,203.88,-0.133831194,51.51281267
1354,0,207.52,-0.133761485,51.51284548
1355,0,230.9,-0.133355536,51.5130259
1356,0,212.29,-0.133622066,51.51304503
1357,0,224.86,-0.133423875,51.51311611
1358,0,221.19,-0.133470346,51.51315711
1359,0,219.01,-0.133494948,51.51321042
1360,0,216.7,-0.133525017,51.51324459
1361,0,215.15,-0.133544152,51.5132979
1362,0,210.09,-0.133616592,51.51336897
1363,0,208.3,-0.133643928,51.51340998
1364,0,205.55,-0.133687665,51.51346055
1365,0,203.06,-0.133728669,51.51350155
1366,0,199.58,-0.133794274,51.5135863
1367,0,209.11,-0.133658969,51.51308467
1368,0,207.77,-0.133669903,51.51312568
1369,0,204.6,-0.13370954,51.51316258
1370,0,202.22,-0.133738242,51.51320359
1371,0,199.32,-0.133776513,51.51323639
1372,0,197.41,-0.133799747,51.51329926
1373,0,194.7,-0.133838018,51.51332933
1374,0,193.57,-0.133854419,51.51336487
1375,0,191.5,-0.133885855,51.51340588
1376,0,189.06,-0.133924125,51.51344415
1377,0,184.04,-0.134011385,51.51354492
1378,0,180.07,-0.134090527,51.51363215
1379,0,196.44,-0.133863888,51.51367622
1380,0,195.86,-0.13388817,51.51372389
1381,0,193.1,-0.13396911,51.51382192
1382,0,191.9,-0.134007977,51.51386483
1383,0,190.93,-0.134063037,51.51393792
1384,0,191.16,-0.134086062,51.51398096
1385,0,174.39,-0.134283284,51.51388085
1386,0,189.63,-0.134155138,51.51404704
1387,0,187.6,-0.134232222,51.5141051
1388,0,186.03,-0.134355657,51.51421429
1389,0,329.75,-0.134407936,51.51595807
1390,0,195.46,-0.13431288,51.51432927
1391,0,207.14,-0.134169262,51.51438418
1392,0,227.44,-0.133918633,51.51447852
1393,0,261.74,-0.133496226,51.51463903
1394,0,272.92,-0.133355424,51.51468831
1395,0,259.25,-0.133424419,51.51452498
1396,0,254.47,-0.133477925,51.51449682
1397,0,199.94,-0.134160816,51.51425464
1398,0,194.37,-0.134234033,51.51423352
1399,0,331.8,-0.136733716,51.51036083
1400,0,333.21,-0.136647722,51.5103476
1401,0,333.82,-0.13655842,51.51034264
1402,0,138.54,-0.137054228,51.51212416
1403,0,148.06,-0.13584441,51.51210854
1404,0,155.88,-0.135773865,51.51205068
1405,0,386.5,-0.141968268,51.51435571
1406,0,359.85,-0.138301189,51.51027822
1407,0,269.28,-0.13823137,51.51113458
1408,0,254.39,-0.13790449,51.51119587
1409,0,190.17,-0.138473104,51.51207096
1410,0,189.08,-0.13854631,51.51212714
1411,0,215.66,-0.139547168,51.51265479
1412,0,210.55,-0.13936993,51.51251447
1413,0,211.44,-0.139291861,51.51240475
1414,0,267.56,-0.140409085,51.51385328
1415,0,274.4,-0.140518806,51.51382585
1416,0,259.72,-0.140313081,51.51379526
1417,0,261.77,-0.140331015,51.51383218
1418,0,353.04,-0.140714201,51.51524412
1419,0,289.44,-0.140055759,51.51483694
1420,0,286.3,-0.139963452,51.51486874
1421,0,287.45,-0.140151144,51.51471489
1422,0,271.91,-0.13992961,51.51467182
1423,0,268.12,-0.139829098,51.51470464
1424,0,295.53,-0.139806526,51.51512002
1425,0,273.09,-0.13962602,51.51494258
1426,0,277.17,-0.139714224,51.51493438
1427,0,285.95,-0.139451658,51.51522258
1428,0,262.37,-0.139318331,51.51500822
1429,0,250.71,-0.139401411,51.51479694
1430,0,248.17,-0.139327566,51.51481541
1431,0,246.54,-0.139268079,51.51483489
1432,0,233.33,-0.139233211,51.514679
1433,0,235.92,-0.139098852,51.51480823
1434,0,230.19,-0.139059879,51.514759
1435,0,224.85,-0.139031163,51.51470771
1436,0,242.64,-0.139142952,51.51486669
1437,0,236.57,-0.138815776,51.51498053
1438,0,234.38,-0.13871629,51.51500515
1439,0,230.85,-0.138781931,51.5149313
1440,0,223.79,-0.138738856,51.51487079
1441,0,215.43,-0.138689628,51.51479797
1442,0,233.15,-0.138626034,51.51503387
1443,0,232.38,-0.138541932,51.51506258
1444,0,252.4,-0.138668081,51.51522668
1445,0,252.28,-0.138630132,51.51524104
1446,0,253.99,-0.138776798,51.51519694
1447,0,231.8,-0.138298858,51.51515181
1448,0,238.94,-0.138324497,51.51521643
1449,0,236.7,-0.139762133,51.51420159
1450,0,208.15,-0.139633977,51.51321376
1451,0,203.52,-0.139570797,51.51325253
1452,0,235.1,-0.136382639,51.51123574
1453,0,314.65,-0.135315227,51.51063852
1454,0,357.98,-0.135238218,51.51024668
1455,0,296.91,-0.134082951,51.51120466
1456,0,145.9,-0.135273307,51.51234776
1457,0,150.42,-0.135071982,51.51241126
1458,0,155.44,-0.13503415,51.51237073
1459,0,155.26,-0.135150352,51.51230317
1460,0,154.32,-0.13520575,51.51228425
1461,0,144.82,-0.135080088,51.51248017
1462,0,146.7,-0.134999017,51.51251395
1463,0,28.98,-0.136523113,51.51359219
1464,0,46.55,-0.137128941,51.51363079
1465,0,34.54,-0.137093816,51.51347355
1466,0,69.85,-0.137488591,51.51368265
1467,0,99.84,-0.136130271,51.51418115
1468,0,127.81,-0.13588102,51.51438858
1469,0,123.24,-0.135859275,51.51433672
1470,0,119.84,-0.13582582,51.51429155
1471,0,129.26,-0.135111541,51.51400383
1472,0,139.57,-0.134690015,51.51304364
1473,0,173.01,-0.134298585,51.51281447
1474,0,177.12,-0.13409282,51.51339828
1475,0,177.13,-0.134091148,51.51334977
1476,0,163.54,-0.134286865,51.51335311
1477,0,170.51,-0.134186498,51.51332969
1478,0,187.5,-0.133997478,51.51300182
1479,0,191.88,-0.133923875,51.51303193
1480,0,197.54,-0.134226663,51.51240463
1481,0,261.31,-0.133689706,51.51188606
1482,0,286.47,-0.133549195,51.51163848
1483,0,299.4,-0.133228017,51.51169871
