House,Deaths,Proximity,Longitude,Latitude
654,0,292.36,-0.137071362,51.51072843
655,0,287.4,-0.137007701,51.51076946
656,0,283.88,-0.136969505,51.51079916
657,0,286.76,-0.136607353,51.51076521
658,0,282.27,-0.136546522,51.51080624
659,0,279.23,-0.136495593,51.51083453
660,0,274.59,-0.13642203,51.51087839
661,0,270.36,-0.136349882,51.51091941
662,0,266.67,-0.136308856,51.51095478
663,0,261.67,-0.136259342,51.51100288
664,0,259.21,-0.136192852,51.51102976
665,0,349.71,-0.135559099,51.51027291
666,0,355.43,-0.134823474,51.51035638
667,0,354.39,-0.134878646,51.51035355
668,0,350.56,-0.134946549,51.51037477
669,0,347.64,-0.134996062,51.51039174
670,0,342.71,-0.135069624,51.51042286
671,0,338.39,-0.13512338,51.51045257
672,0,332.75,-0.13516299,51.51049784
673,0,325.86,-0.135212502,51.51055301
674,0,320.89,-0.135263429,51.5105898
675,0,297.23,-0.135467136,51.5107737
676,0,291.17,-0.135523722,51.51082039
677,0,286.87,-0.135576064,51.51085151
678,0,263.94,-0.136673838,51.51097034
679,0,260,-0.13662008,51.51100571
680,0,256.43,-0.136564907,51.51103824
681,0,252.77,-0.136509735,51.5110722
682,0,250.41,-0.136458807,51.51109483
683,0,245.61,-0.13640222,51.5111401
684,0,243.77,-0.13633573,51.51115991
685,0,249.35,-0.135977821,51.5111401
686,0,246.43,-0.13591982,51.51117405
687,0,244.58,-0.135847672,51.51120093
688,0,240.71,-0.135776938,51.51124762
689,0,238.15,-0.135700545,51.5112844
690,0,235.15,-0.135617079,51.51132825
691,0,221.82,-0.135901425,51.51140323
692,0,223.56,-0.135958011,51.51137918
693,0,227.28,-0.136034404,51.51133533
694,0,229.95,-0.136095235,51.5113042
695,0,231.26,-0.136146163,51.51128723
696,0,226.65,-0.136170212,51.51132684
697,0,222.56,-0.136206992,51.51136079
698,0,217.75,-0.13625509,51.5114004
699,0,212.76,-0.136311675,51.51144142
700,0,228.44,-0.1364489,51.51129288
701,0,224.17,-0.136501242,51.51132967
702,0,218.72,-0.136539437,51.51137776
703,0,214.55,-0.136584705,51.51141455
704,0,207.66,-0.136347041,51.51148528
705,0,203.58,-0.136396553,51.51151923
706,0,196.85,-0.136422016,51.51157865
707,0,191.47,-0.13646304,51.51162533
708,0,185.27,-0.13652104,51.51167909
709,0,177.72,-0.136591772,51.51174558
710,0,171.54,-0.136649772,51.51180075
711,0,165.8,-0.136719089,51.51185309
712,0,159.99,-0.136772845,51.51190685
713,0,153.71,-0.136835089,51.51196627
714,0,147.45,-0.136900162,51.5120271
715,0,142.22,-0.136956747,51.51207944
716,0,134.32,-0.137120846,51.51217281
717,0,144.9,-0.137338705,51.51211481
718,0,141.2,-0.137381144,51.51216008
719,0,137.3,-0.137441973,51.51221383
720,0,118.71,-0.138173629,51.51286729
721,0,122.11,-0.138307268,51.51298797
722,0,130.13,-0.138483792,51.51312261
723,0,135.42,-0.138586515,51.5132403
724,0,131.66,-0.138533656,51.51325127
725,0,140.17,-0.138652339,51.51322035
726,0,150.41,-0.13880792,51.51329315
727,0,138.78,-0.138641365,51.51336995
728,0,145.47,-0.138731885,51.51344405
729,0,147.85,-0.138761755,51.51347585
730,0,160.67,-0.138299076,51.51435123
731,0,160.56,-0.138228914,51.51439295
732,0,157.73,-0.138158752,51.51439864
733,0,157.52,-0.138090485,51.51443277
734,0,156.14,-0.138005153,51.51445932
735,0,155.04,-0.13791982,51.51448587
736,0,155.78,-0.137847762,51.51452379
737,0,155.08,-0.137804147,51.51453327
738,0,188.24,-0.138467839,51.51459395
739,0,185.76,-0.13835027,51.51462809
740,0,185.29,-0.138230804,51.51468118
741,0,183.49,-0.138117027,51.51471152
742,0,183.27,-0.138026006,51.51474566
743,0,184.87,-0.137931192,51.51479686
744,0,155.99,-0.137747259,51.51456361
745,0,155.81,-0.137650549,51.51459396
746,0,183.83,-0.137720705,51.51485185
747,0,156.15,-0.137559527,51.5146243
748,0,156.62,-0.137491261,51.51464705
749,0,158.02,-0.137404032,51.51468118
750,0,187.2,-0.137572795,51.51492201
751,0,187.74,-0.137500736,51.51494287
752,0,189.84,-0.137428678,51.514977
753,0,159.5,-0.137305426,51.51471532
754,0,161.46,-0.137225782,51.51474755
755,0,266.47,-0.138154936,51.51554399
756,0,265.95,-0.138077189,51.51555916
757,0,266.49,-0.137997545,51.51558381
758,0,266.27,-0.137921694,51.51559898
759,0,264.6,-0.137732067,51.51562174
760,0,258.01,-0.137705521,51.51556485
761,0,253,-0.137677077,51.51552313
762,0,248.43,-0.13765053,51.51548521
763,0,242.53,-0.137648635,51.51543021
764,0,238.02,-0.137635362,51.51539039
765,0,233.16,-0.137614504,51.51534867
766,0,228.79,-0.137587957,51.51531264
767,0,218.71,-0.137517797,51.5152311
768,0,211.6,-0.137485562,51.51517042
769,0,206.3,-0.137462807,51.51512491
770,0,201.36,-0.137426779,51.51508509
771,0,265.75,-0.136975455,51.51572224
772,0,266.58,-0.137038032,51.51572603
773,0,265.03,-0.13717646,51.51570138
774,0,264.51,-0.137265584,51.51568811
775,0,265.38,-0.137354709,51.51568621
776,0,264.31,-0.137441938,51.51566535
777,0,265.64,-0.137515892,51.51566725
778,0,260.9,-0.137489345,51.51562743
779,0,255.14,-0.137462798,51.51557812
780,0,251.33,-0.13744194,51.51554589
781,0,246.98,-0.137426771,51.51550796
782,0,241.02,-0.137400224,51.51545676
783,0,237.64,-0.137381262,51.51542832
784,0,231.65,-0.137352819,51.51537712
785,0,226.99,-0.137330065,51.5153373
786,0,220.91,-0.137309207,51.5152842
787,0,215.93,-0.137278867,51.51524248
788,0,210.66,-0.137256113,51.51519697
789,0,205.92,-0.13722767,51.51515715
790,0,201.6,-0.137199227,51.51512112
791,0,196.08,-0.13717268,51.51507371
792,0,186.99,-0.137110105,51.51499786
793,0,180.95,-0.137074077,51.51494666
794,0,174.16,-0.137024775,51.51488978
795,0,166.79,-0.136998228,51.5148253
796,0,270.26,-0.136808583,51.51576965
797,0,154.95,-0.136916691,51.5147248
798,0,147.32,-0.136880663,51.51465843
799,0,153.67,-0.13717648,51.51468308
800,0,144.34,-0.137132868,51.51460344
801,0,131.26,-0.137058916,51.51449345
802,0,124.77,-0.137024784,51.51443846
803,0,95.64,-0.136856021,51.51419194
804,0,106.54,-0.13667777,51.51430003
805,0,99.77,-0.136643639,51.51423935
806,0,88.83,-0.13682189,51.51413316
807,0,81.6,-0.136785862,51.51407058
808,0,84.15,-0.136558309,51.51409713
809,0,79.28,-0.13652797,51.51405162
810,0,73.72,-0.136491942,51.51399852
811,0,66.05,-0.136454018,51.51392457
812,0,55.25,-0.136645543,51.51383924
813,0,42.31,-0.13659245,51.51372167
814,0,46.4,-0.136322086,51.51370856
815,0,35.87,-0.136561383,51.51366104
816,0,20.19,-0.136461256,51.51348453
817,0,37.81,-0.136218564,51.51355581
818,0,39.5,-0.136259295,51.51360503
819,0,70.24,-0.137345454,51.51379681
820,0,20.51,-0.136938152,51.51334028
821,0,25.76,-0.137012826,51.5133267
822,0,25.34,-0.136527538,51.5131265
823,0,30.25,-0.136510372,51.51308358
824,0,24.92,-0.13634943,51.51321341
825,0,40.2,-0.136225452,51.51309209
826,0,45.19,-0.136192603,51.51304913
827,0,62.19,-0.136072573,51.51291141
828,0,73.35,-0.136185028,51.51274842
829,0,74.43,-0.136233041,51.51272441
830,0,75.36,-0.136297479,51.51270041
831,0,47.6,-0.136394917,51.51294372
832,0,58.83,-0.136361915,51.51284371
833,0,66.4,-0.136695964,51.5127467
834,0,77.92,-0.136354917,51.51266568
835,0,85.42,-0.136291909,51.51260667
836,0,90.66,-0.136243903,51.51256667
837,0,85.81,-0.137078381,51.51262084
838,0,71.31,-0.136802536,51.5127095
839,0,92.86,-0.136857171,51.51251874
840,0,89.91,-0.136784627,51.51253934
841,0,87.32,-0.136712979,51.51255904
842,0,84.8,-0.136662825,51.51258054
843,0,103.68,-0.136748806,51.51241306
844,0,108.4,-0.136707609,51.51236917
845,0,116.86,-0.136837472,51.51229932
846,0,123.53,-0.136798963,51.51223662
847,0,128.89,-0.136760453,51.51218647
848,0,136.88,-0.136710301,51.51211303
849,0,114.39,-0.136662831,51.51231454
850,0,126.12,-0.136578647,51.51220976
851,0,136.32,-0.136507897,51.5121202
852,0,143.78,-0.136654776,51.51205034
853,0,149.58,-0.136600145,51.51199839
854,0,164.63,-0.136472078,51.51186674
855,0,171.05,-0.136409387,51.51181211
856,0,176.67,-0.136357444,51.51176464
857,0,170.07,-0.136209669,51.51183808
858,0,176.51,-0.136143396,51.51178703
859,0,183.51,-0.136089661,51.51172971
860,0,189.28,-0.136023388,51.51168583
861,0,182.98,-0.136301022,51.5117118
862,0,188.55,-0.136235645,51.51166702
863,0,193.27,-0.136190866,51.51162851
864,0,198.32,-0.13612907,51.51158911
865,0,202.93,-0.136097725,51.51155059
866,0,207.89,-0.136055633,51.51151029
867,0,212.66,-0.136008167,51.51147268
868,0,198.76,-0.135923979,51.51161329
869,0,205.56,-0.135866661,51.51155955
870,0,218.26,-0.135958015,51.5114279
871,0,215.56,-0.135778895,51.51148163
872,0,212.71,-0.13573501,51.51151656
873,0,210.74,-0.13566784,51.5115488
874,0,209.31,-0.135611416,51.51157478
875,0,208.4,-0.135553202,51.51159717
876,0,232.25,-0.135520965,51.51137595
877,0,230.46,-0.135459169,51.5114073
878,0,229,-0.135400059,51.51143596
879,0,226.69,-0.135339157,51.51147447
880,0,225.3,-0.135285421,51.51150313
881,0,223.92,-0.135205712,51.51154074
882,0,223.21,-0.135122421,51.51157478
883,0,203.58,-0.13533557,51.51170464
884,0,194.03,-0.135422442,51.5117736
885,0,188.66,-0.135463638,51.5118148
886,0,185.19,-0.135498566,51.51183898
887,0,202.62,-0.135602459,51.51164105
888,0,198.13,-0.135656194,51.5116715
889,0,191.98,-0.135714407,51.51171718
890,0,186.94,-0.135761873,51.51175479
891,0,181.72,-0.135822773,51.51179151
892,0,168.84,-0.135933825,51.51189092
893,0,163.03,-0.136000993,51.51193302
894,0,156.23,-0.136073536,51.51198407
895,0,136.35,-0.135932923,51.51219991
896,0,146.31,-0.136133539,51.51206646
897,0,114.25,-0.136097709,51.51237365
898,0,108.86,-0.136131741,51.51241754
899,0,103.64,-0.136171146,51.51245873
900,0,140.7,-0.136174735,51.51211214
901,0,136.8,-0.136213245,51.51214259
902,0,131.47,-0.136250859,51.51218647
903,0,119.93,-0.136339521,51.5122814
904,0,101.96,-0.136455946,51.51243366
905,0,95.84,-0.136489082,51.5124865
906,0,77.52,-0.135966048,51.51278832
907,0,90.17,-0.135861265,51.51269517
908,0,96.1,-0.135814695,51.51265039
909,0,100.5,-0.135779768,51.51261726
910,0,104.93,-0.135738571,51.51258681
911,0,110.02,-0.135704539,51.51254561
912,0,108.03,-0.135892615,51.51249187
913,0,118.93,-0.135796788,51.51241306
914,0,135.76,-0.135659764,51.51228767
915,0,140.76,-0.135617672,51.51225096
916,0,122.13,-0.13561319,51.51245247
917,0,126.75,-0.135561246,51.5124247
918,0,130.87,-0.135523632,51.51239604
919,0,140.92,-0.13545109,51.51231723
920,0,144.27,-0.135424223,51.51229215
921,0,166.3,-0.135372283,51.51207542
922,0,180.28,-0.135240632,51.51197869
923,0,185.77,-0.135181523,51.51194376
924,0,179.79,-0.135083901,51.51205213
925,0,187.34,-0.135021211,51.51199661
926,0,191.88,-0.134979118,51.51196526
927,0,201.71,-0.135280043,51.51174136
928,0,201.98,-0.135203917,51.51176464
929,0,201.02,-0.135152867,51.5117933
930,0,200.3,-0.135098235,51.51182196
931,0,221.51,-0.135048982,51.51161777
932,0,219.34,-0.134998827,51.51165896
933,0,218.65,-0.13493524,51.51169121
934,0,217.6,-0.134882399,51.51172434
935,0,216.32,-0.134834036,51.51175927
936,0,222.26,-0.134637133,51.51178543
937,0,228.51,-0.134577053,51.51174349
938,0,233.92,-0.134533976,51.51170268
939,0,240.91,-0.134477297,51.51165053
940,0,225.41,-0.134441018,51.51185345
941,0,227.51,-0.134383204,51.51186139
942,0,241.3,-0.134318591,51.51172989
943,0,241.45,-0.134375272,51.51169701
944,0,246.67,-0.134428553,51.51160859
945,0,259.96,-0.134321996,51.51150883
946,0,278.07,-0.13420297,51.51136033
947,0,287,-0.134172365,51.51127418
948,0,303.94,-0.134331074,51.51102251
949,0,307.37,-0.134210912,51.51103385
950,0,315.42,-0.134188241,51.51095676
951,0,325.3,-0.134157636,51.51086381
952,0,329.8,-0.133937715,51.51090575
953,0,334.56,-0.133919579,51.51086154
954,0,339.1,-0.133918446,51.5108128
955,0,345.73,-0.13388784,51.51075385
956,0,341.19,-0.134159906,51.51069603
957,0,339.43,-0.134216587,51.51069377
958,0,336.5,-0.134309542,51.5106915
959,0,335.92,-0.134374158,51.51067563
960,0,332.96,-0.134448976,51.5106813
961,0,331.41,-0.134527195,51.51067223
962,0,330.14,-0.134603147,51.51066202
963,0,322,-0.134257393,51.51086041
964,0,328.52,-0.1346859,51.51065409
965,0,326.76,-0.134768654,51.51064842
966,0,323.94,-0.134882014,51.51064615
967,0,321.52,-0.135010112,51.51063822
968,0,320.86,-0.135076995,51.51062915
969,0,319.6,-0.135147278,51.51062575
970,0,434.15,-0.133536438,51.50995578
971,0,434.78,-0.13362486,51.50991837
972,0,433.11,-0.133688342,51.50991384
973,0,433.16,-0.133741622,51.5098957
974,0,401.32,-0.133858377,51.51018137
975,0,401.76,-0.133806231,51.51019498
976,0,403.29,-0.133755219,51.51019724
977,0,406.78,-0.133553436,51.51023579
978,0,406.46,-0.133478618,51.51026866
979,0,395.2,-0.133811898,51.51026073
980,0,388.11,-0.133852707,51.51031967
981,0,383.4,-0.133884447,51.51035708
982,0,378.31,-0.133911652,51.51040016
983,0,372.46,-0.133935457,51.51045231
984,0,352.79,-0.134121366,51.51058947
985,0,350.92,-0.134182581,51.51058721
986,0,346.61,-0.134319747,51.51058494
987,0,356.46,-0.134031811,51.51058381
988,0,351.99,-0.134038612,51.51062802
989,0,347.6,-0.134064684,51.51066429
990,0,385.8,-0.132665809,51.51092049
991,0,380.71,-0.132704351,51.5109613
992,0,375.94,-0.132734958,51.51100324
993,0,370.4,-0.132765564,51.51105539
994,0,363.9,-0.133026295,51.5109749
995,0,356.82,-0.133080707,51.51103045
996,0,350.5,-0.133115848,51.51108826
997,0,362.67,-0.13282451,51.51111774
998,0,316.41,-0.133122641,51.51153604
999,0,319.53,-0.133018348,51.51157232
1000,0,302.77,-0.13309543,51.51175936
1001,0,306.59,-0.13342078,51.51145782
1002,0,296.71,-0.133481993,51.51154738
1003,0,292.39,-0.133503531,51.51159045
1004,0,275.09,-0.133615755,51.51174689
1005,0,255.07,-0.133738181,51.51193847
1006,0,247.68,-0.13376992,51.51202236
1007,0,243.62,-0.133786923,51.51206997
1008,0,251.56,-0.133557933,51.51215613
1009,0,243.26,-0.133633883,51.51222188
1010,0,241.28,-0.133757448,51.51213345
1011,0,233.09,-0.133823196,51.51220487
1012,0,231.18,-0.133874208,51.51218787
1013,0,240.51,-0.133827733,51.51208244
1014,0,230.61,-0.133915019,51.51215953
1015,0,229.77,-0.133966032,51.51212779
1016,0,228.7,-0.134020445,51.51209831
1017,0,227.94,-0.134107734,51.5120405
1018,0,227.27,-0.134155346,51.51201442
1019,0,227.79,-0.134176885,51.51199175
1020,0,238.2,-0.134119073,51.51189199
1021,0,237.66,-0.134077129,51.51192827
1022,0,237.46,-0.134035185,51.51196115
1023,0,238.73,-0.133933159,51.51202123
1024,0,239.35,-0.133891215,51.51204617
1025,0,215.07,-0.134705148,51.51183418
1026,0,214.11,-0.134654135,51.51187159
1027,0,213.32,-0.134604256,51.51190786
1028,0,212.63,-0.134574782,51.5119328
1029,0,212.6,-0.134524902,51.51196228
1030,0,213.08,-0.134479558,51.51198382
1031,0,213.23,-0.134392269,51.51203823
1032,0,218.95,-0.134349193,51.51199175
1033,0,222.74,-0.134315185,51.51196455
1034,0,228.85,-0.134266441,51.51191693
1035,0,231.36,-0.134246037,51.51189766
1036,0,195.34,-0.13487632,51.51197588
1037,0,195.1,-0.134833242,51.51200082
1038,0,196.17,-0.1347947,51.51200876
1039,0,195.4,-0.134697208,51.51207337
1040,0,196.46,-0.13463826,51.51209604
1041,0,196.17,-0.134592916,51.51212892
1042,0,198.95,-0.134443802,51.51219574
1043,0,199.72,-0.134380215,51.51223369
1044,0,200.94,-0.134334063,51.51225317
1045,0,220.13,-0.134237662,51.51205318
1046,0,216.1,-0.134274583,51.5120819
1047,0,212.24,-0.134308426,51.51211062
1048,0,213.1,-0.134262275,51.51213318
1049,0,215.05,-0.134169972,51.5121783
1050,0,215.44,-0.134128948,51.51220702
1051,0,202.73,-0.134243811,51.51230343
1052,0,194.62,-0.134386367,51.51230445
1053,0,195.38,-0.134298165,51.51237111
1054,0,190.18,-0.134339188,51.51241727
1055,0,190.14,-0.134425338,51.51233932
1056,0,182.05,-0.134488923,51.51240906
1057,0,186.67,-0.134375083,51.51244085
1058,0,173.62,-0.134485843,51.51255264
1059,0,152.33,-0.134832128,51.51256913
1060,0,150.06,-0.134885638,51.51255697
1061,0,186.43,-0.134787139,51.51213132
1062,0,130.42,-0.135380608,51.51247427
1063,0,132.23,-0.13506684,51.51267494
1064,0,99.29,-0.135500999,51.51280506
1065,0,94.85,-0.135538699,51.51284033
1066,0,69.13,-0.135795089,51.5130164
1067,0,66.13,-0.135843162,51.51366577
1068,0,103.94,-0.135369977,51.51383477
1069,0,109.74,-0.135290088,51.51385321
1070,0,110.53,-0.135327447,51.51390264
1071,0,112.61,-0.13539979,51.51399307
1072,0,116.47,-0.135470742,51.51409185
1073,0,133.35,-0.13524814,51.51416698
1074,0,136.78,-0.135328831,51.5142588
1075,0,122.98,-0.135576475,51.51422541
1076,0,139.19,-0.135360829,51.51430471
1077,0,141.36,-0.135394218,51.51434645
1078,0,125.65,-0.135612646,51.51427132
1079,0,90.26,-0.135765691,51.51394159
1080,0,101.1,-0.135627956,51.51399446
1081,0,79.81,-0.136192804,51.51400281
1082,0,82.62,-0.136148284,51.51401811
1083,0,92.71,-0.13598968,51.51406959
1084,0,97.06,-0.136279058,51.51418506
1085,0,102.89,-0.13633749,51.51424767
1086,0,108.06,-0.136359749,51.51429775
1087,0,150.68,-0.135524993,51.51450366
1088,0,156.77,-0.135583424,51.51458714
1089,0,138.54,-0.135754551,51.51445775
1090,0,141.26,-0.135789331,51.51449531
1091,0,145.76,-0.135810199,51.5145454
1092,0,150.02,-0.135854718,51.51459827
1093,0,164.2,-0.135996622,51.51476244
1094,0,160.02,-0.136062012,51.51473461
1095,0,155.84,-0.136152444,51.51470957
1096,0,153.62,-0.136212268,51.51469705
1097,0,134.9,-0.136145492,51.51451479
1098,0,132.89,-0.136202533,51.51450505
1099,0,128.31,-0.1362874,51.51447444
1100,0,145.9,-0.136368089,51.51464279
1101,0,143.76,-0.136444609,51.51462887
1102,0,141.12,-0.136539214,51.5146094
1103,0,123.25,-0.136429309,51.51444245
1104,0,120.4,-0.136482177,51.51442019
1105,0,119.23,-0.136526697,51.51441184
1106,0,116.36,-0.136599043,51.51438819
1107,0,132.01,-0.136782685,51.51452592
1108,0,109.09,-0.136934336,51.5143061
1109,0,191.09,-0.136864759,51.5150546
1110,0,192.25,-0.136820238,51.51506712
1111,0,193.87,-0.136752066,51.51508382
1112,0,195.73,-0.136650505,51.5151019
1113,0,197.46,-0.136592072,51.51511721
1114,0,200.42,-0.136511379,51.51514225
1115,0,203.36,-0.136434859,51.5151659
1116,0,169.1,-0.136743723,51.51486122
1117,0,170.2,-0.136675552,51.51487235
1118,0,173.91,-0.136617119,51.51490574
1119,0,174.81,-0.136543382,51.51491269
1120,0,179.49,-0.136426516,51.51495026
1121,0,182.84,-0.136341649,51.5149753
1122,0,168.18,-0.136032794,51.51480557
1123,0,176.53,-0.136082878,51.51489043
1124,0,181.09,-0.136112093,51.51493634
1125,0,185.45,-0.136149656,51.51498086
1126,0,174.55,-0.135751761,51.51480974
1127,0,178.97,-0.135779585,51.51485843
1128,0,181.87,-0.135819931,51.51489461
1129,0,186.29,-0.135847755,51.51494191
1130,0,190.15,-0.13587697,51.51498365
1131,0,194.17,-0.135917316,51.51502817
1132,0,216.41,-0.13607174,51.51525494
1133,0,221.24,-0.136113477,51.51530364
1134,0,225.2,-0.136142692,51.51534259
1135,0,230.7,-0.136173299,51.51539546
1136,0,207.45,-0.136322167,51.51519651
1137,0,212.33,-0.136351382,51.51524242
1138,0,217.91,-0.136397293,51.51529529
1139,0,224.28,-0.136419552,51.51535372
1140,0,239.18,-0.136237295,51.51547755
1141,0,228.06,-0.136477983,51.5153899
1142,0,234.26,-0.136523894,51.51544694
1143,0,238.2,-0.136564239,51.51548311
1144,0,242.81,-0.13658789,51.51552485
1145,0,246.66,-0.136621279,51.51555963
1146,0,254.87,-0.136674145,51.51563337
1147,0,261.87,-0.13671449,51.51569597
1148,0,244.3,-0.136272075,51.51552624
1149,0,249.36,-0.136297117,51.51557354
1150,0,254.89,-0.136351375,51.51562641
1151,0,259.06,-0.13638059,51.51566537
1152,0,269.6,-0.136519063,51.51576466
1153,0,273.7,-0.136485934,51.5158008
1154,0,274.04,-0.136418674,51.5158018
1155,0,275.08,-0.136338362,51.51580783
1156,0,276.51,-0.136249016,51.51581586
1157,0,277.5,-0.136162682,51.51581887
1158,0,279.6,-0.136089398,51.51583192
1159,0,280.81,-0.136003064,51.51583493
1160,0,283.45,-0.135918737,51.51584999
1161,0,287.56,-0.135605525,51.51584497
1162,0,280.62,-0.135857501,51.51581686
1163,0,276.58,-0.135817346,51.5157747
1164,0,270.93,-0.135786227,51.51571848
1165,0,266.94,-0.135749084,51.51567632
1166,0,262.18,-0.13572198,51.51562813
1167,0,259.62,-0.135700899,51.51560103
1168,0,254.77,-0.13566476,51.51554983
1169,0,250.39,-0.135629625,51.51550264
1170,0,246.18,-0.135599509,51.51545747
1171,0,241.25,-0.135560358,51.51540326
1172,0,281.23,-0.135527223,51.51577269
1173,0,278.18,-0.135502126,51.51573956
1174,0,273.26,-0.135481046,51.51568937
1175,0,270.24,-0.135446914,51.51565423
1176,0,266.55,-0.135416798,51.51561307
1177,0,263.12,-0.135381663,51.51557292
1178,0,259.59,-0.135361586,51.51553477
1179,0,255.22,-0.135326451,51.51548458
1180,0,251.64,-0.135295332,51.51544241
1181,0,201.98,-0.135906705,51.51509908
1182,0,205.64,-0.135847476,51.51512317
1183,0,208.86,-0.135786238,51.51514225
1184,0,203.28,-0.135692878,51.51507097
1185,0,206.43,-0.135642683,51.51509004
1186,0,212.17,-0.135707935,51.51515831
1187,0,215.74,-0.135636658,51.51517738
1188,0,219.18,-0.135587467,51.51519947
1189,0,221.56,-0.135943845,51.5152858
1190,0,224.32,-0.135892647,51.51530387
1191,0,226.48,-0.135828398,51.51531391
1192,0,229.12,-0.135765153,51.51532797
1193,0,233.02,-0.135695884,51.51535206
1194,0,236.93,-0.135618584,51.51537415
1195,0,227.02,-0.13545395,51.51524364
1196,0,223.07,-0.135410783,51.51519445
1197,0,215.97,-0.135338505,51.5151051
1198,0,211.73,-0.135311401,51.51505491
1199,0,208.6,-0.135283293,51.51501475
1200,0,242.57,-0.135209,51.51533098
1201,0,238.96,-0.135182899,51.51528781
1202,0,230.96,-0.135113633,51.51518642
1203,0,228.39,-0.135077494,51.51514827
1204,0,224.43,-0.135041355,51.51509506
1205,0,221.68,-0.135004212,51.5150529
1206,0,217.97,-0.134970081,51.5150007
1207,0,204.54,-0.135255186,51.51496456
1208,0,215.46,-0.134926915,51.51495653
1209,0,180.1,-0.135668789,51.51484309
1210,0,188.58,-0.135538283,51.51489127
1211,0,195.44,-0.135404766,51.51492039
1212,0,199.98,-0.135351559,51.5149495
1213,0,165.9,-0.135564388,51.51467343
1214,0,170.99,-0.13549512,51.51470254
1215,0,180.55,-0.135352567,51.51475173
1216,0,185.02,-0.135285306,51.51477382
1217,0,188.45,-0.135211018,51.51478185
1218,0,194.11,-0.135134722,51.51481197
1219,0,190.29,-0.135086537,51.51475073
1220,0,187.41,-0.135049394,51.51470254
1221,0,185.03,-0.135012251,51.51465837
1222,0,182.96,-0.134977116,51.51461721
1223,0,180.59,-0.134943988,51.51457204
1224,0,178.86,-0.134908853,51.51453188
1225,0,177.6,-0.134876729,51.51449775
1226,0,172.99,-0.134820514,51.51440338
1227,0,172.43,-0.134755262,51.51435018
1228,0,169.63,-0.134719123,51.51428292
1229,0,204.31,-0.134804444,51.51477683
1230,0,201.64,-0.134763286,51.51472463
1231,0,197.09,-0.134680969,51.51462324
1232,0,194.19,-0.134611702,51.51454292
1233,0,192.8,-0.134589618,51.5145098
1234,0,191.39,-0.134562513,51.51447165
1235,0,188.78,-0.134492243,51.5143813
1236,0,188.38,-0.134451084,51.51434114
1237,0,186.86,-0.134407919,51.5142789
1238,0,169.73,-0.134663911,51.51423874
1239,0,169.18,-0.134643833,51.51421264
1240,0,168.99,-0.134551478,51.51412028
1241,0,141.02,-0.134899829,51.51399379
1242,0,136.52,-0.134956047,51.51397372
1243,0,165.17,-0.135362609,51.51459412
1244,0,160.49,-0.135297358,51.51451582
1245,0,156.96,-0.135253188,51.51445558
1246,0,154.23,-0.135216045,51.51440539
1247,0,101.38,-0.135182492,51.51336053
1248,0,111.77,-0.135035466,51.5134027
1249,0,119.77,-0.134924911,51.51344373
1250,0,123.79,-0.134861088,51.51339016
1251,0,133.23,-0.134727742,51.51326251
1252,0,136.15,-0.134691271,51.51322034
1253,0,103.08,-0.135173428,51.51347663
1254,0,115.54,-0.135014016,51.51355671
1255,0,109.62,-0.135131873,51.51362924
1256,0,114,-0.13505179,51.51359675
1257,0,171.66,-0.134398099,51.51399005
1258,0,159.61,-0.134550479,51.51393754
1259,0,153.76,-0.134623581,51.51391077
1260,0,155.12,-0.134555629,51.51384076
1261,0,142.08,-0.134772289,51.51386114
1262,0,141.93,-0.134735654,51.51380253
1263,0,143.11,-0.134667617,51.51371146
1264,0,143.51,-0.134637262,51.51365598
1265,0,146.9,-0.134560851,51.51357957
1266,0,163.65,-0.134293932,51.51346861
1267,0,166.57,-0.134253109,51.51347908
1268,0,169.55,-0.134210192,51.51348013
1269,0,173.57,-0.134154714,51.51349792
1270,0,127.92,-0.134911509,51.51373658
1271,0,128.44,-0.1348822,51.51369785
1272,0,130.24,-0.134834051,51.51365389
1273,0,131.77,-0.134794275,51.51361202
1274,0,135.22,-0.134716818,51.51352514
1275,0,139.8,-0.134635173,51.51344244
1276,0,147.51,-0.134517939,51.51332207
1277,0,157.17,-0.134391285,51.51319332
1278,0,173.58,-0.134200781,51.51300699
1279,0,181.51,-0.134114949,51.51292535
1280,0,170.02,-0.13420287,51.51320902
1281,0,173.84,-0.134145299,51.51322786
1282,0,183.34,-0.134003987,51.51327182
1283,0,162.16,-0.134547888,51.51269765
1284,0,165.22,-0.134474952,51.51272956
1285,0,168.33,-0.134405435,51.51275919
1286,0,171.13,-0.134345035,51.5127854
1287,0,168.02,-0.134350732,51.5128572
1288,0,165.33,-0.134375803,51.51288683
1289,0,162.99,-0.134399734,51.51290962
1290,0,158.79,-0.134446458,51.51294381
1291,0,175.96,-0.134424812,51.51257685
1292,0,177.95,-0.134373529,51.51259851
1293,0,180.61,-0.134316548,51.5126156
1294,0,181.98,-0.134273243,51.51264295
1295,0,184.65,-0.134198027,51.51268854
1296,0,189.1,-0.134153583,51.51265207
1297,0,191.92,-0.134129652,51.51262358
1298,0,195.9,-0.134098883,51.51258027
1299,0,199.08,-0.134073812,51.51254722
1300,0,202.83,-0.134041904,51.5125119
1301,0,205.72,-0.134022531,51.51247885
1302,0,193.62,-0.134035062,51.51272501
1303,0,195.73,-0.134014549,51.51270563
1304,0,198.62,-0.133992897,51.51266916
